flow_duration,Header_Length,Protocol Type,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Magnitue,Radius,Covariance,Variance,Weight,label
0.14899509544764178,20,1,0.14899509544764178,30.206473065692375,23.191420756928125,13.13493446825437,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,776.1265821290873,68.10410462861752,471.78700440460733,194.03164553227182,131.09226239437248,796.721156251668,0.037248773861910445,4,27.859048478530045,185.36445902564267,104.87380991549799,17185.181259675006,4.0,DNS_Spoofing
0.06801196385199093,32,6,0.06801196385199093,1521.2084861894218,1320.5639146422095,733.5158239521687,0,1,0,0,0,0,0,0.0,86.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,13798.376422534544,30.1636216121563,312.4055890547967,133.96481963625772,87.18015624884823,13858.193873334194,0.0006603103286601061,103,117.46649063683883,123.2727409358714,69.7441249990786,7600.379643573592,103.0,DDoS-ICMP_Flood
3.111031562229873,20,6,3.111031562229873,67.34877779654879,60.16410247198392,32.59576282752838,0,0,0,0,0,0,0,0.0,0.0,3.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,117080.27095528922,100.0,965.6078981489948,560.1926839965992,204.9108051798254,117173.25265680128,0.01488531847956877,209,342.1699445528336,289.7438785242731,163.9286441438603,41988.43807944436,209.0,BenignTraffic
0.07190719305858319,54,6,0.07190719305858319,1873.1066293502029,1470.51496126671,489.9991818026088,0,1,0,0,0,0,0,0.0,89.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,26488.543390647195,53.779682233723335,372.93494498771844,197.67569694512832,95.35345987454379,26562.30331430944,0.00053662084372077,134,162.75301346103302,134.8297922626049,76.28276789963503,9092.282310046232,134.0,DDoS-SYN_Flood
0.22662029637454917,32,6,0.22662029637454917,20.616538910691244,14.900849063828234,8.937671171187658,0,0,0,0,1,0,0,2.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3316.9976838318544,100.0,1514.0,829.2494209579636,298.6801990694215,3404.679218472857,0.05665507409363729,4,57.59338229199475,422.333801484162,238.94415925553722,89209.86131614927,4.0,Backdoor_Malware
0.33603550370299057,32,6,0.33603550370299057,13.292312358869465,6.724689764532318,4.5319501574542,0,0,0,0,1,0,0,4.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1655.8056916215246,100.0,844.6241757676413,413.95142290538115,157.25199315146995,1731.4566923743232,0.08400887592574764,4,40.691592394762885,222.35431831617848,125.80159452117596,24728.18935010995,4.0,SqlInjection
0.11476906112991898,32,6,0.11476906112991898,1991.5185823765848,1361.5041161686586,431.2545939266344,0,1,0,0,0,0,0,0.0,169.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6384.0,20.0,100.0,28.0,21.947898800082022,6455.489867877763,0.0005033730751312236,228,79.89993742175271,31.034328903315977,17.55831904006562,481.71026173864186,228.0,DDoS-SlowLoris
1.348718566795464,20,6,1.348718566795464,134.76107407668496,105.22926461912323,77.11766158662476,0,0,0,1,1,0,0,160.0,0.0,8.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,31170.897477088485,34.71470882232993,478.50027626136875,172.21490318833418,145.05968229611645,31266.795320347654,0.007451483794450077,181,176.5528178112388,205.11439076670865,116.04774583689317,21042.31142785024,181.0,DictionaryBruteForce
0.402273839303145,20,6,0.402273839303145,67.56018797672174,41.37731537766403,18.07410644599672,0,0,0,1,1,0,1,22.0,0.0,1.0,0.0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,15697.896183975578,100.0,1326.6183346093924,581.4035623694658,391.0006888643736,15763.557239273257,0.014899031085301665,27,125.29124544027638,552.8749740542243,312.8005510914989,152881.5386924147,27.0,BenignTraffic
0.13595914235151113,32,6,0.13595914235151113,34.06285416320534,15.388462249570205,10.26994205016261,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,469.2927343980206,24.056283780525938,215.3611462602016,117.32318359950516,49.63821667415672,514.1887497386974,0.03398978558787778,4,21.663165382695592,70.1884383772576,39.71057333932538,2463.9525545905303,4.0,MITM-ArpSpoofing
